Date,MAX Temperature ( °C ),MIN Temperature ( °C ),Relative Humidity M,Relative Humidity E,Bright Sun Shine Hours
1980-03-15,28.5 ,9.6 ,84,28,8.9 
1980-03-16,30.3 ,11.0 ,91,27,9.7 
1980-03-17,30.5 ,11.4 ,89,37,10.0 
1980-03-18,29.5 ,16.5 ,66,56,7.7 
1980-03-19,26.0 ,10.8 ,80,36,3.3 
1980-03-20,29.7 ,10.9 ,95,25,8.5 
1980-03-21,30.6 ,13.9 ,80,31,8.3 
1980-03-22,32.1 ,13.4 ,82,31,6.1 
1980-03-23,29.9 ,13.0 ,83,32,8.3 
1980-03-24,30.5 ,14.4 ,80,33,8.4 
1980-03-25,31.4 ,15.9 ,68,27,8.4 
1980-03-26,32.7 ,14.8 ,90,28,5.6 
1980-03-27,30.4 ,10.5 ,84,13,9.2 
1980-03-28,30.6 ,11.7 ,66,18,9.4 
1980-03-29,32.1 ,16.5 ,57,19,8.5 
1980-03-30,29.0 ,13.6 ,60,17,8.7 
1980-03-31,28.7 ,12.8 ,80,32,9.3 
1980-04-01,30.3 ,14.2 ,67,20,8.8 
1980-04-02,32.9 ,14.0 ,69,22,9.8 
1980-04-03,35.2 ,17.2 ,64,24,9.0 
1980-04-04,33.0 ,12.8 ,83,14,8.9 
1980-04-05,32.6 ,11.9 ,63,13,10.1 
1980-04-06,34.6 ,15.6 ,71,18,9.5 
1980-04-07,37.0 ,17.6 ,75,16,9.3 
1980-04-08,37.7 ,18.1 ,70,20,9.2 
1980-04-09,37.0 ,17.3 ,71,14,9.0 
1980-04-10,37.3 ,16.6 ,58,10,9.1 
1980-04-11,37.7 ,18.7 ,55,13,9.8 
1980-04-12,38.5 ,21.3 ,50,18,8.6 
1980-04-13,36.4 ,16.1 ,62,14,9.3 
1980-04-14,36.9 ,16.4 ,67,14,10.3 
1980-04-15,38.0 ,19.4 ,71,10,10.5 
1980-04-16,38.2 ,16.6 ,49,11,10.6 
1980-04-17,38.5 ,17.4 ,35,7,11.0 
1980-04-18,40.3 ,20.4 ,36,12,10.7 
1980-04-19,41.3 ,21.5 ,40,9,9.4 
1980-04-20,42.5 ,22.5 ,33,16,10.6 
1980-04-21,42.1 ,21.5 ,45,17,10.4 
1980-04-22,41.7 ,25.8 ,35,5,10.1 
1980-04-23,42.7 ,19.4 ,44,9,8.2 
1980-04-24,39.5 ,19.4 ,45,22,10.0 
1980-04-25,41.8 ,18.2 ,47,21,9.6 
1980-04-26,42.1 ,21.7 ,41,12,9.7 
1980-04-27,41.9 ,20.0 ,41,30,9.3 
1980-04-28,42.9 ,28.2 ,49,20,6.4 
1980-04-29,41.5 ,22.6 ,50,19,5.9 
1980-04-30,42.5 ,25.3 ,50,11,7.2 
1980-11-01,28.7 ,16.6 ,98,65,6.3 
1980-11-02,24.4 ,12.9 ,82,49,2.0 
1980-11-03,27.0 ,13.3 ,91,41,7.0 
1980-11-04,28.5 ,17.0 ,95,45,8.1 
1980-11-05,28.4 ,13.1 ,89,43,6.1 
1980-11-06,27.8 ,10.8 ,87,30,8.7 
1980-11-07,28.7 ,10.1 ,88,35,9.0 
1980-11-08,28.8 ,7.3 ,90,33,9.2 
1980-11-09,28.5 ,9.1 ,90,34,8.5 
1980-11-10,28.4 ,9.8 ,80,39,8.1 
1980-11-11,28.2 ,10.1 ,85,35,8.3 
1980-11-12,28.0 ,9.2 ,89,37,8.3 
1980-11-13,27.7 ,8.6 ,89,43,8.2 
1980-11-14,27.0 ,9.0 ,96,42,7.8 
1980-11-15,28.4 ,9.1 ,92,43,8.0 
1980-11-16,28.4 ,10.5 ,90,41,8.1 
1980-11-17,27.9 ,10.0 ,91,31,7.8 
1980-11-18,28.4 ,8.7 ,92,38,7.9 
1980-11-19,28.2 ,9.5 ,90,40,9.0 
1980-11-20,27.8 ,8.2 ,87,38,8.6 
1980-11-21,28.4 ,10.7 ,90,46,9.0 
1980-11-22,28.3 ,9.2 ,92,43,8.6 
1980-11-23,27.8 ,9.8 ,92,44,8.5 
1980-11-24,28.3 ,9.2 ,87,41,8.9 
1980-11-25,29.4 ,10.0 ,87,43,9.1 
1980-11-26,31.3 ,11.1 ,82,36,7.7 
1980-11-27,30.5 ,11.2 ,84,49,8.6 
1980-11-28,27.5 ,11.8 ,91,59,8.1 
1980-11-29,23.9 ,10.4 ,91,62,7.1 
1980-11-30,24.3 ,7.8 ,92,33,8.2 
1980-12-01,25.4 ,7.0 ,91,37,8.9 
1980-12-02,24.7 ,5.9 ,88,41,8.9 
1980-12-03,24.2 ,5.5 ,84,37,7.9 
1980-12-04,24.5 ,6.4 ,88,41,8.8 
1980-12-05,24.2 ,5.0 ,85,39,8.8 
1980-12-06,24.4 ,3.6 ,87,33,9.0 
1980-12-07,24.8 ,3.3 ,85,35,9.2 
1980-12-08,24.3 ,2.5 ,88,39,9.0 
1980-12-09,24.6 ,3.2 ,91,41,9.1 
1980-12-10,24.1 ,3.2 ,97,42,8.3 
1980-12-11,22.9 ,4.8 ,91,49,8.2 
1980-12-12,23.6 ,3.5 ,97,48,5.5 
1980-12-13,23.3 ,4.0 ,97,47,7.7 
1980-12-14,23.9 ,4.5 ,91,44,7.8 
1980-12-15,25.1 ,4.8 ,94,41,8.6 
1980-12-16,24.0 ,3.5 ,91,39,8.3 
1980-12-17,23.3 ,2.6 ,93,40,8.9 
1980-12-18,23.0 ,4.3 ,89,46,8.9 
1980-12-19,23.6 ,4.0 ,90,45,7.6 
1980-12-20,23.5 ,5.0 ,89,44,8.7 
1980-12-21,25.3 ,10.6 ,78,29,8.2 
1980-12-22,26.2 ,12.6 ,67,54,3.2 
1980-12-23,18.9 ,12.8 ,93,95,0.0 
1980-12-24,16.1 ,11.9 ,93,87,0.0 
1980-12-25,17.0 ,11.7 ,98,80,0.0 
1980-12-26,17.8 ,9.4 ,97,97,0.3 
1980-12-27,15.4 ,9.4 ,97,87,0.0 
1980-12-28,15.2 ,9.5 ,91,84,0.0 
1980-12-29,14.6 ,7.1 ,81,71,2.1 
1980-12-30,17.7 ,9.2 ,96,76,4.1 
1980-12-31,16.7 ,5.9 ,95,38,5.2 
1981-01-01,20.5 ,5.8 ,94,39,8.9 
1981-01-02,21.4 ,6.7 ,93,37,8.9 
1981-01-03,25.1 ,12.4 ,96,59,8.7 
1981-01-04,21.0 ,9.2 ,96,80,6.6 
1981-01-05,18.4 ,11.5 ,97,79,1.1 
1981-01-06,17.6 ,7.3 ,94,62,2.7 
1981-01-07,17.5 ,5.2 ,94,53,7.9 
1981-01-08,17.5 ,3.4 ,95,47,8.3 
1981-01-09,18.3 ,3.6 ,93,44,9.5 
1981-01-10,19.6 ,3.8 ,93,45,9.0 
1981-01-11,19.6 ,3.5 ,93,44,9.0 
1981-01-12,17.9 ,3.7 ,93,42,8.5 
1981-01-13,20.1 ,2.4 ,93,33,8.9 
1981-01-14,19.4 ,2.4 ,95,35,9.0 
1981-01-15,19.8 ,2.5 ,95,44,9.0 
1981-01-16,20.4 ,6.4 ,93,51,8.9 
1981-01-17,20.7 ,7.3 ,94,78,6.3 
1981-01-18,15.9 ,3.4 ,93,43,0.0 
1981-01-19,20.3 ,3.9 ,91,36,8.9 
1981-01-20,21.9 ,5.3 ,93,30,9.4 
1981-01-21,23.4 ,9.9 ,88,32,7.5 
1981-01-22,25.3 ,16.4 ,78,25,8.7 
1981-01-23,24.8 ,13.5 ,80,60,7.8 
1981-01-24,18.7 ,9.7 ,93,69,3.3 
1981-01-25,19.8 ,12.2 ,96,76,7.0 
1981-01-26,19.3 ,10.6 ,95,70,3.7 
1981-01-27,17.8 ,6.6 ,97,62,1.3 
1981-01-28,18.3 ,8.6 ,95,55,4.4 
1981-01-29,19.5 ,10.2 ,96,53,2.5 
1981-01-30,19.6 ,9.8 ,95,71,7.5 
1981-01-31,18.9 ,6.6 ,96,38,4.9 
1981-02-01,21.6 ,4.2 ,95,36,8.7 
1981-02-02,18.0 ,2.7 ,96,36,9.8 
1981-02-03,20.0 ,10.9 ,94,50,9.3 
1981-02-04,18.6 ,10.6 ,96,81,2.4 
1981-02-05,18.9 ,10.4 ,95,63,3.8 
1981-02-06,22.3 ,8.7 ,96,67,5.3 
1981-02-07,17.0 ,4.3 ,93,53,6.1 
1981-02-08,19.1 ,4.3 ,94,39,9.5 
1981-02-09,19.9 ,4.0 ,94,34,9.7 
1981-02-10,20.6 ,3.7 ,95,32,9.8 
1981-02-11,21.9 ,4.4 ,94,32,9.3 
1981-02-12,22.3 ,7.0 ,86,27,9.5 
1981-02-13,27.4 ,11.1 ,82,22,9.5 
1981-02-14,28.0 ,13.4 ,83,32,8.4 
1981-02-15,27.8 ,12.1 ,93,37,8.9 
1981-02-16,26.6 ,9.2 ,90,39,8.3 
1981-02-17,26.4 ,7.2 ,94,29,9.4 
1981-02-18,24.1 ,6.3 ,94,31,9.6 
1981-02-19,24.7 ,6.1 ,89,31,10.0 
1981-02-20,25.7 ,7.2 ,94,35,9.5 
1981-02-21,27.1 ,7.3 ,94,32,9.9 
1981-02-22,26.3 ,7.8 ,86,38,9.3 
1981-02-23,26.7 ,10.5 ,88,37,7.1 
1981-02-24,26.9 ,12.6 ,74,27,3.8 
1981-02-25,30.2 ,12.6 ,89,51,6.5 
1981-02-26,26.5 ,10.2 ,93,45,1.1 
1981-02-27,23.6 ,11.6 ,89,44,2.0 
1981-02-28,22.4 ,12.8 ,95,72,8.3 
1981-03-01,21.6 ,12.0 ,95,56,4.9 
1981-03-02,23.6 ,10.0 ,95,46,8.8 
1981-03-03,23.3 ,7.2 ,94,34,9.3 
1981-03-04,25.6 ,9.5 ,95,43,8.9 
1981-03-05,27.3 ,12.2 ,94,39,5.7 
1981-03-06,27.6 ,11.9 ,84,57,1.9 
1981-03-07,25.7 ,12.5 ,95,27,0.7 
1981-03-08,27.3 ,7.9 ,93,19,9.3 
1981-03-09,25.7 ,8.4 ,89,32,9.0 
1981-03-10,28.8 ,13.7 ,61,35,9.4 
1981-03-11,27.9 ,9.6 ,89,38,6.3 
1981-03-12,25.9 ,10.0 ,87,32,9.2 
1981-03-13,26.3 ,9.7 ,89,30,7.2 
1981-03-14,28.1 ,13.4 ,76,81,5.6 
1981-03-15,21.5 ,15.6 ,98,79,0.0 
1981-03-16,20.2 ,15.0 ,98,58,0.0 
1981-03-17,24.0 ,10.4 ,96,45,6.3 
1981-03-18,26.4 ,11.5 ,94,43,9.5 
1981-03-19,28.1 ,14.0 ,96,77,3.0 
1981-03-20,24.0 ,14.4 ,91,58,0.2 
1981-03-21,28.1 ,14.7 ,93,51,5.9 
1981-03-22,26.1 ,12.6 ,84,53,7.2 
1981-03-23,23.7 ,9.6 ,97,43,9.2 
1981-03-24,25.4 ,10.3 ,93,35,9.6 
1981-03-25,28.0 ,11.6 ,86,25,9.6 
1981-03-26,29.8 ,12.0 ,94,33,9.1 
1981-03-27,30.3 ,12.5 ,93,33,8.7 
1981-03-28,31.6 ,15.5 ,86,35,9.1 
1981-03-29,33.3 ,20.4 ,56,29,8.9 
1981-03-30,34.7 ,19.6 ,71,79,8.3 
1981-03-31,25.4 ,15.0 ,91,56,0.6 
1981-04-01,28.2 ,13.2 ,93,30,10.8 
1981-04-02,30.4 ,18.3 ,84,33,10.7 
1981-04-03,30.5 ,19.6 ,61,18,6.9 
1981-04-04,35.3 ,18.7 ,69,18,8.5 
1981-04-05,31.6 ,11.7 ,76,10,5.3 
1981-04-06,30.3 ,11.5 ,74,13,11.1 
1981-04-07,32.5 ,15.6 ,78,9,10.9 
1981-04-08,34.7 ,14.0 ,83,11,10.0 
1981-04-09,35.6 ,15.6 ,80,17,10.1 
1981-04-10,35.9 ,15.5 ,70,11,10.2 
1981-04-11,38.5 ,16.8 ,70,9,11.4 
1981-04-12,39.0 ,16.0 ,57,9,11.1 
1981-04-13,39.7 ,18.0 ,68,14,11.2 
1981-04-14,40.1 ,22.5 ,62,23,11.2 
1981-04-15,40.2 ,22.6 ,57,18,10.3 
1981-04-16,39.0 ,21.7 ,58,5,9.1 
1981-04-17,42.3 ,18.2 ,57,15,8.6 
1981-04-18,37.9 ,16.7 ,59,7,11.3 
1981-04-19,39.1 ,19.2 ,70,19,12.0 
1981-04-20,39.7 ,23.0 ,65,23,11.6 
1981-04-21,41.7 ,26.2 ,83,23,9.2 
1981-04-22,39.7 ,19.4 ,75,20,7.5 
1981-04-23,37.7 ,18.2 ,66,23,11.2 
1981-04-24,38.1 ,16.7 ,57,22,11.8 
1981-04-25,37.9 ,17.6 ,59,19,12.0 
1981-04-26,39.6 ,20.2 ,64,17,11.6 
1981-04-27,41.1 ,20.5 ,55,19,11.3 
1981-04-28,41.4 ,23.9 ,56,28,10.0 
1981-04-29,37.6 ,21.4 ,68,29,2.7 
1981-04-30,37.9 ,20.5 ,66,27,9.6 
1981-11-01,29.5 ,13.8 ,85,23,9.7 
1981-11-02,28.0 ,17.9 ,82,51,5.1 
1981-11-03,22.4 ,13.9 ,95,96,0.0 
1981-11-04,17.9 ,11.1 ,97,57,0.0 
1981-11-05,24.4 ,10.9 ,95,42,9.8 
1981-11-06,25.9 ,10.7 ,88,33,9.7 
1981-11-07,27.5 ,11.4 ,88,35,9.4 
1981-11-08,27.6 ,11.9 ,95,39,9.5 
1981-11-09,29.7 ,13.0 ,89,36,9.5 
1981-11-10,28.6 ,13.5 ,91,40,9.5 
1981-11-11,28.3 ,14.4 ,80,58,9.2 
1981-11-12,27.4 ,14.0 ,91,63,4.5 
1981-11-13,21.5 ,12.5 ,98,65,5.4 
1981-11-14,23.9 ,10.4 ,84,41,9.4 
1981-11-15,24.8 ,10.2 ,93,36,8.9 
1981-11-16,25.4 ,10.3 ,90,35,9.1 
1981-11-17,25.8 ,10.1 ,95,39,9.2 
1981-11-18,25.3 ,9.0 ,95,39,8.7 
1981-11-19,24.7 ,8.5 ,93,27,7.6 
1981-11-20,25.6 ,7.1 ,93,29,9.4 
1981-11-21,25.5 ,8.1 ,88,25,9.2 
1981-11-22,26.3 ,6.5 ,91,24,9.2 
1981-11-23,26.6 ,8.0 ,87,25,9.0 
1981-11-24,27.8 ,8.4 ,88,17,9.3 
1981-11-25,29.4 ,8.9 ,75,21,9.4 
1981-11-26,29.0 ,10.2 ,85,31,9.2 
1981-11-27,28.4 ,14.7 ,75,36,8.8 
1981-11-28,24.5 ,9.9 ,93,45,3.9 
1981-11-29,22.2 ,7.9 ,89,43,9.1 
1981-11-30,21.6 ,7.1 ,94,33,8.7 
1981-12-01,23.3 ,5.5 ,93,26,9.2 
1981-12-02,23.5 ,5.3 ,94,27,9.3 
1981-12-03,23.7 ,5.5 ,94,30,9.2 
1981-12-04,24.2 ,5.4 ,91,31,8.7 
1981-12-05,22.6 ,5.3 ,89,22,8.4 
1981-12-06,22.5 ,5.3 ,91,29,9.2 
1981-12-07,22.1 ,4.9 ,93,27,7.6 
1981-12-08,22.5 ,4.7 ,93,23,8.9 
1981-12-09,21.7 ,5.6 ,85,18,8.5 
1981-12-10,22.9 ,4.5 ,88,24,9.0 
1981-12-11,23.1 ,4.5 ,88,22,8.9 
1981-12-12,23.8 ,4.9 ,89,33,9.1 
1981-12-13,23.0 ,6.4 ,91,33,8.9 
1981-12-14,24.3 ,6.2 ,94,29,8.4 
1981-12-15,23.9 ,4.5 ,93,25,8.2 
1981-12-16,23.0 ,4.1 ,95,27,8.6 
1981-12-17,21.3 ,4.4 ,92,31,8.4 
1981-12-18,21.7 ,5.0 ,93,39,8.6 
1981-12-19,21.2 ,3.9 ,95,33,8.7 
1981-12-20,20.7 ,3.0 ,95,33,8.8 
1981-12-21,21.4 ,2.3 ,96,31,8.6 
1981-12-22,20.9 ,2.5 ,93,40,8.6 
1981-12-23,20.7 ,3.5 ,93,38,8.6 
1981-12-24,21.3 ,3.4 ,93,37,8.2 
1981-12-25,21.6 ,4.4 ,90,37,8.7 
1981-12-26,23.0 ,4.4 ,94,32,6.4 
1981-12-27,23.9 ,4.5 ,94,35,9.0 
1981-12-28,23.9 ,8.5 ,86,34,8.4 
1981-12-29,23.3 ,4.5 ,94,34,7.5 
1981-12-30,22.4 ,4.4 ,92,33,8.6 
1981-12-31,22.5 ,4.9 ,89,32,8.8 
1982-01-01,22.4 ,4.4 ,93,29,9.0 
1982-01-02,23.0 ,4.9 ,90,39,9.0 
1982-01-03,22.7 ,5.4 ,91,38,8.9 
1982-01-04,23.5 ,12.9 ,79,57,8.7 
1982-01-05,20.6 ,5.6 ,99,45,5.5 
1982-01-06,20.8 ,7.4 ,86,79,8.1 
1982-01-07,16.9 ,3.6 ,97,53,5.4 
1982-01-08,20.6 ,7.1 ,97,53,7.2 
1982-01-09,21.3 ,11.9 ,79,93,5.9 
1982-01-10,14.5 ,9.2 ,97,74,0.0 
1982-01-11,18.5 ,5.7 ,97,59,4.9 
1982-01-12,19.4 ,5.5 ,97,47,8.2 
1982-01-13,20.3 ,4.4 ,95,43,8.3 
1982-01-14,20.7 ,4.2 ,95,41,8.9 
1982-01-15,20.6 ,3.4 ,93,38,8.6 
1982-01-16,20.4 ,3.1 ,93,29,9.2 
1982-01-17,21.5 ,1.9 ,95,29,9.3 
1982-01-18,21.3 ,3.5 ,94,41,9.3 
1982-01-19,21.0 ,3.9 ,97,34,5.7 
1982-01-20,21.6 ,3.2 ,95,38,8.9 
1982-01-21,21.7 ,3.3 ,93,26,8.7 
1982-01-22,22.0 ,10.5 ,66,34,9.1 
1982-01-23,23.7 ,5.5 ,94,39,7.0 
1982-01-24,19.4 ,5.4 ,82,28,8.3 
1982-01-25,18.0 ,8.5 ,83,61,5.0 
1982-01-26,17.7 ,11.5 ,95,66,6.3 
1982-01-27,17.6 ,5.3 ,97,88,4.4 
1982-01-28,15.6 ,3.7 ,97,42,3.2 
1982-01-29,18.5 ,3.3 ,95,51,7.6 
1982-01-30,16.5 ,5.0 ,94,58,5.5 
1982-01-31,16.3 ,4.9 ,97,42,1.1 
1982-02-01,20.4 ,5.7 ,99,55,8.0 
1982-02-02,20.4 ,4.9 ,97,59,8.0 
1982-02-03,19.5 ,11.4 ,97,65,2.9 
1982-02-04,18.9 ,10.9 ,97,82,2.7 
1982-02-05,15.9 ,5.8 ,97,57,4.1 
1982-02-06,17.5 ,3.1 ,95,50,8.2 
1982-02-07,17.6 ,5.5 ,94,63,9.6 
1982-02-08,18.9 ,6.3 ,94,55,3.9 
1982-02-09,18.8 ,3.3 ,93,39,4.7 
1982-02-10,19.3 ,8.0 ,89,57,9.8 
1982-02-11,18.2 ,10.4 ,95,57,0.1 
1982-02-12,20.9 ,11.4 ,98,93,4.8 
1982-02-13,14.5 ,7.3 ,99,61,0.0 
1982-02-14,19.7 ,5.4 ,94,53,9.4 
1982-02-15,19.5 ,7.0 ,95,58,4.5 
1982-02-16,17.5 ,7.5 ,93,41,0.0 
1982-02-17,21.0 ,9.7 ,95,62,9.5 
1982-02-18,19.2 ,6.4 ,97,40,0.5 
1982-02-19,23.9 ,11.3 ,74,27,9.3 
1982-02-20,26.3 ,11.7 ,95,41,7.9 
1982-02-21,23.6 ,7.3 ,83,54,9.4 
1982-02-22,19.2 ,0.0 ,96,38,9.7 
1982-02-23,17.6 ,1.4 ,93,31,10.1 
1982-02-24,19.7 ,4.3 ,87,33,9.6 
1982-02-25,20.4 ,4.5 ,84,25,7.3 
1982-02-26,22.4 ,7.6 ,92,33,8.0 
1982-02-27,23.4 ,10.5 ,83,61,5.8 
1982-02-28,19.5 ,12.9 ,93,74,1.2 
1982-03-01,20.4 ,9.4 ,98,89,1.0 
1982-03-02,20.1 ,7.9 ,97,60,5.3 
1982-03-03,18.2 ,5.5 ,95,55,9.2 
1982-03-04,19.3 ,8.5 ,96,74,4.9 
1982-03-05,16.5 ,11.4 ,99,85,0.1 
1982-03-06,19.0 ,8.6 ,99,48,5.7 
1982-03-07,20.5 ,5.1 ,89,55,7.4 
1982-03-08,19.1 ,5.0 ,97,44,6.8 
1982-03-09,21.5 ,9.9 ,88,49,9.6 
1982-03-10,23.5 ,10.8 ,99,46,6.3 
1982-03-11,23.6 ,5.5 ,97,46,8.2 
1982-03-12,20.5 ,6.5 ,95,40,9.8 
1982-03-13,22.8 ,6.3 ,94,37,10.3 
1982-03-14,24.6 ,7.8 ,87,40,10.3 
1982-03-15,26.5 ,8.9 ,92,36,9.1 
1982-03-16,28.6 ,14.5 ,85,90,9.4 
1982-03-17,23.2 ,10.8 ,91,46,1.3 
1982-03-18,25.7 ,9.4 ,95,37,8.8 
1982-03-19,26.3 ,8.8 ,92,40,10.5 
1982-03-20,27.2 ,8.6 ,94,29,10.5 
1982-03-21,29.5 ,13.4 ,81,48,10.4 
1982-03-22,29.6 ,15.2 ,90,49,6.8 
1982-03-23,26.9 ,16.5 ,96,87,7.8 
1982-03-24,21.4 ,14.5 ,93,63,0.5 
1982-03-25,24.5 ,10.1 ,95,49,7.6 
1982-03-26,26.1 ,10.5 ,95,43,10.9 
1982-03-27,25.5 ,12.3 ,94,37,7.8 
1982-03-28,28.2 ,16.5 ,91,33,9.8 
1982-03-29,30.6 ,14.3 ,94,44,10.7 
1982-03-30,30.1 ,15.0 ,94,41,10.0 
1982-03-31,31.4 ,14.5 ,96,37,10.2 
1982-04-01,32.3 ,13.7 ,85,35,10.7 
1982-04-02,33.7 ,11.8 ,78,23,10.6 
1982-04-03,32.0 ,11.7 ,87,23,11.1 
1982-04-04,33.3 ,20.2 ,73,21,10.9 
1982-04-05,33.6 ,17.2 ,74,32,4.4 
1982-04-06,33.3 ,15.2 ,92,54,6.4 
1982-04-07,30.1 ,13.5 ,98,40,7.3 
1982-04-08,28.2 ,12.6 ,89,34,11.1 
1982-04-09,30.0 ,12.9 ,88,33,11.0 
1982-04-10,32.5 ,14.1 ,76,31,10.8 
1982-04-11,34.0 ,14.4 ,88,30,10.6 
1982-04-12,35.7 ,14.5 ,87,23,10.3 
1982-04-13,35.3 ,16.5 ,86,31,10.2 
1982-04-14,35.5 ,18.9 ,76,29,11.0 
1982-04-15,36.5 ,18.7 ,87,25,10.4 
1982-04-16,37.2 ,19.2 ,76,29,7.9 
1982-04-17,35.3 ,18.8 ,82,41,11.1 
1982-04-18,32.6 ,17.4 ,79,33,9.9 
1982-04-19,34.4 ,17.0 ,73,22,9.8 
1982-04-20,35.2 ,16.5 ,76,25,11.3 
1982-04-21,35.0 ,17.6 ,64,25,11.0 
1982-04-22,36.5 ,18.2 ,77,27,10.8 
1982-04-23,36.7 ,20.2 ,77,26,10.4 
1982-04-24,37.6 ,21.6 ,68,40,11.0 
1982-04-25,37.2 ,22.7 ,88,62,9.6 
1982-04-26,33.4 ,19.9 ,94,69,1.5 
1982-04-27,27.0 ,19.5 ,87,53,7.0 
1982-04-28,31.3 ,18.6 ,96,61,9.7 
1982-04-29,28.6 ,15.9 ,85,57,8.4 
1982-04-30,32.3 ,18.9 ,87,44,10.9 
1982-11-01,28.8 ,11.3 ,84,26,5.0 
1982-11-02,28.7 ,10.7 ,76,28,9.1 
1982-11-03,28.2 ,10.7 ,91,27,9.0 
1982-11-04,28.6 ,10.0 ,75,26,8.3 
1982-11-05,30.0 ,11.5 ,72,29,9.3 
1982-11-06,30.7 ,11.5 ,68,35,8.9 
1982-11-07,31.8 ,15.3 ,71,27,8.8 
1982-11-08,31.6 ,15.4 ,71,27,7.5 
1982-11-09,31.2 ,15.4 ,70,26,3.2 
1982-11-10,31.3 ,14.7 ,73,51,8.0 
1982-11-11,26.9 ,14.7 ,74,29,8.8 
1982-11-12,29.0 ,11.5 ,62,28,6.7 
1982-11-13,30.6 ,14.6 ,82,26,9.1 
1982-11-14,32.0 ,13.7 ,82,25,8.7 
1982-11-15,30.4 ,16.2 ,85,46,6.9 
1982-11-16,29.9 ,17.5 ,86,46,5.5 
1982-11-17,30.7 ,19.0 ,78,46,6.6 
1982-11-18,28.4 ,19.0 ,82,43,3.6 
1982-11-19,28.8 ,17.4 ,84,48,6.6 
1982-11-20,27.6 ,11.5 ,93,33,7.4 
1982-11-21,26.8 ,10.3 ,72,31,9.2 
1982-11-22,26.4 ,7.8 ,73,27,9.0 
1982-11-23,26.1 ,7.8 ,54,30,7.1 
1982-11-24,24.4 ,8.0 ,54,31,8.2 
1982-11-25,24.0 ,6.0 ,66,27,7.4 
1982-11-26,25.0 ,5.8 ,89,33,8.3 
1982-11-27,24.0 ,5.8 ,71,34,8.1 
1982-11-28,24.0 ,3.7 ,79,30,8.8 
1982-11-29,24.4 ,5.0 ,78,24,8.9 
1982-11-30,26.4 ,9.0 ,69,22,8.1 
1982-12-01,28.1 ,10.9 ,75,40,8.3 
1982-12-02,28.3 ,12.3 ,80,39,7.1 
1982-12-03,28.0 ,8.8 ,85,29,8.0 
1982-12-04,24.5 ,9.4 ,88,31,7.7 
1982-12-05,25.9 ,7.1 ,87,34,9.0 
1982-12-06,23.9 ,4.8 ,63,27,9.0 
1982-12-07,22.5 ,3.9 ,85,36,9.1 
1982-12-08,22.8 ,7.1 ,76,30,7.4 
1982-12-09,24.1 ,11.1 ,57,45,6.1 
1982-12-10,24.0 ,8.1 ,94,47,3.3 
1982-12-11,21.3 ,5.3 ,91,35,8.0 
1982-12-12,21.6 ,4.0 ,91,37,6.3 
1982-12-13,24.6 ,6.8 ,86,34,8.3 
1982-12-14,24.0 ,8.5 ,92,38,7.9 
1982-12-15,23.4 ,5.2 ,91,29,7.6 
1982-12-16,22.3 ,4.4 ,88,33,8.8 
1982-12-17,22.4 ,5.7 ,91,24,8.3 
1982-12-18,22.6 ,6.8 ,86,27,8.6 
1982-12-19,22.7 ,3.0 ,70,25,9.3 
1982-12-20,22.5 ,2.7 ,90,31,8.9 
1982-12-21,22.4 ,3.8 ,94,30,8.6 
1982-12-22,21.4 ,4.6 ,94,29,3.5 
1982-12-23,22.5 ,4.7 ,87,26,6.4 
1982-12-24,22.8 ,3.3 ,90,32,9.0 
1982-12-25,21.6 ,3.1 ,90,34,9.0 
1982-12-26,21.7 ,2.7 ,90,49,9.0 
1982-12-27,22.6 ,2.6 ,85,68,8.5 
1982-12-28,19.4 ,10.3 ,90,86,3.6 
1982-12-29,15.3 ,6.5 ,97,95,1.0 
1982-12-30,12.4 ,4.5 ,97,76,0.0 
1982-12-31,15.6 ,4.8 ,99,88,7.0 
1983-01-01,13.5 ,5.0 ,97,59,2.5 
1983-01-02,17.6 ,3.0 ,97,59,4.8 
1983-01-03,17.4 ,2.4 ,94,53,8.6 
1983-01-04,18.3 ,3.1 ,93,52,8.2 
1983-01-05,20.4 ,5.0 ,97,51,8.2 
1983-01-06,20.8 ,5.8 ,97,40,7.9 
1983-01-07,22.6 ,8.6 ,97,45,7.5 
1983-01-08,21.8 ,5.4 ,94,52,7.5 
1983-01-09,19.2 ,5.6 ,91,48,4.1 
1983-01-10,19.6 ,2.8 ,93,38,6.1 
1983-01-11,17.4 ,2.2 ,96,35,8.4 
1983-01-12,18.4 ,0.4 ,92,36,8.5 
1983-01-13,18.4 ,0.2 ,96,39,8.6 
1983-01-14,18.4 ,2.1 ,93,38,8.9 
1983-01-15,19.3 ,2.4 ,90,54,6.6 
1983-01-16,19.1 ,3.8 ,97,44,7.7 
1983-01-17,19.2 ,4.9 ,88,42,6.4 
1983-01-18,19.9 ,2.3 ,96,41,7.2 
1983-01-19,19.3 ,1.3 ,93,40,8.9 
1983-01-20,19.8 ,1.8 ,93,35,9.3 
1983-01-21,21.1 ,2.0 ,90,42,8.5 
1983-01-22,22.2 ,3.0 ,93,39,8.8 
1983-01-23,22.0 ,5.8 ,93,47,8.0 
1983-01-24,21.9 ,3.7 ,93,39,7.7 
1983-01-25,22.0 ,4.5 ,84,59,8.1 
1983-01-26,21.2 ,12.3 ,88,53,4.5 
1983-01-27,22.2 ,12.7 ,93,89,3.8 
