Date,MAX Temperature ( °C ),MIN Temperature ( °C ),Relative Humidity M,Relative Humidity E,Bright Sun Shine Hours
1986-11-04,31.2 ,11.1 ,87,30,8.5 
1986-11-05,31.0 ,10.0 ,89,28,9.2 
1986-11-06,30.4 ,10.1 ,89,30,9.1 
1986-11-07,30.2 ,10.9 ,82,28,9.3 
1986-11-08,30.4 ,9.9 ,89,29,9.3 
1986-11-09,29.4 ,10.6 ,95,29,8.3 
1986-11-10,29.7 ,10.5 ,93,17,8.9 
1986-11-11,31.5 ,10.8 ,79,22,9.5 
1986-11-12,32.5 ,12.5 ,70,27,9.5 
1986-11-13,31.0 ,15.0 ,85,33,9.4 
1986-11-14,31.2 ,16.1 ,85,27,9.0 
1986-11-15,33.5 ,14.9 ,84,29,9.2 
1986-11-16,31.8 ,15.5 ,76,46,8.8 
1986-11-17,29.4 ,13.0 ,91,20,7.3 
1986-11-18,27.1 ,10.0 ,70,19,9.7 
1986-11-19,27.1 ,4.4 ,76,20,9.6 
1986-11-20,27.0 ,6.3 ,82,21,9.6 
1986-11-21,27.5 ,6.6 ,91,21,9.0 
1986-11-22,28.7 ,8.5 ,88,19,8.5 
1986-11-23,28.8 ,7.9 ,84,21,9.2 
1986-11-24,27.9 ,7.5 ,84,23,9.0 
1986-11-25,26.7 ,7.2 ,87,33,6.2 
1986-11-26,25.9 ,8.5 ,60,45,4.3 
1986-11-27,24.4 ,11.1 ,84,45,0.7 
1986-11-28,25.3 ,11.8 ,98,33,4.8 
1986-11-29,23.2 ,10.0 ,97,31,5.4 
1986-11-30,24.9 ,7.1 ,97,58,8.1 
1986-12-01,22.6 ,7.5 ,97,29,7.0 
1986-12-02,23.7 ,5.1 ,91,31,8.0 
1986-12-03,24.1 ,5.2 ,87,27,8.4 
1986-12-04,25.2 ,5.5 ,94,28,8.7 
1986-12-05,25.7 ,4.6 ,97,24,8.3 
1986-12-06,26.1 ,5.5 ,94,31,9.2 
1986-12-07,26.0 ,7.8 ,89,53,7.8 
1986-12-08,20.7 ,7.2 ,97,76,0.8 
1986-12-09,20.2 ,9.5 ,95,33,0.3 
1986-12-10,24.5 ,11.9 ,89,56,5.2 
1986-12-11,23.8 ,12.0 ,83,41,5.1 
1986-12-12,24.5 ,11.4 ,85,35,7.7 
1986-12-13,24.1 ,8.5 ,89,15,6.5 
1986-12-14,22.5 ,1.7 ,85,32,8.3 
1986-12-15,18.0 ,-0.3 ,94,28,8.7 
1986-12-16,17.7 ,-0.1 ,92,31,8.8 
1986-12-17,17.4 ,1.2 ,91,31,8.7 
1986-12-18,17.7 ,1.4 ,92,23,7.9 
1986-12-19,18.0 ,-0.4 ,94,21,8.5 
1986-12-20,18.7 ,-0.5 ,94,28,8.6 
1986-12-21,16.6 ,2.7 ,86,35,8.4 
1986-12-22,19.0 ,0.3 ,93,33,2.2 
1986-12-23,19.3 ,0.4 ,90,39,8.7 
1986-12-24,19.0 ,0.3 ,92,29,9.0 
1986-12-25,19.5 ,2.6 ,93,36,9.2 
1986-12-26,21.3 ,0.6 ,93,27,8.7 
1986-12-27,20.9 ,0.5 ,96,26,9.2 
1986-12-28,20.8 ,-0.1 ,96,33,9.0 
1986-12-29,20.4 ,1.2 ,95,19,8.7 
1986-12-30,21.2 ,0.8 ,92,33,8.8 
1986-12-31,20.0 ,-0.2 ,92,19,8.6 
1987-01-01,21.8 ,1.0 ,89,23,8.6 
1987-01-02,20.7 ,2.1 ,93,27,6.9 
1987-01-03,21.2 ,3.2 ,89,36,7.9 
1987-01-04,21.5 ,4.5 ,83,37,6.0 
1987-01-05,22.6 ,5.5 ,71,43,5.4 
1987-01-06,22.0 ,4.1 ,94,55,5.4 
1987-01-07,20.9 ,5.2 ,94,49,4.4 
1987-01-08,23.3 ,7.4 ,92,45,7.4 
1987-01-09,23.2 ,10.5 ,90,55,2.9 
1987-01-10,21.2 ,10.0 ,90,58,4.4 
1987-01-11,21.3 ,9.3 ,86,48,0.1 
1987-01-12,21.9 ,9.1 ,94,57,5.1 
1987-01-13,21.0 ,10.5 ,92,93,3.4 
1987-01-14,16.0 ,5.9 ,83,69,1.7 
1987-01-15,17.4 ,4.7 ,94,53,4.7 
1987-01-16,19.7 ,7.5 ,87,93,7.0 
1987-01-17,14.0 ,10.2 ,93,77,0.0 
1987-01-18,14.4 ,4.5 ,94,73,1.5 
1987-01-19,16.4 ,4.0 ,97,64,6.1 
1987-01-20,18.7 ,4.5 ,95,53,6.4 
1987-01-21,19.8 ,3.0 ,95,43,9.6 
1987-01-22,20.5 ,4.5 ,94,45,9.6 
1987-01-23,21.5 ,4.1 ,95,43,9.7 
1987-01-24,20.5 ,3.4 ,97,33,9.4 
1987-01-25,20.1 ,3.2 ,95,36,9.9 
1987-01-26,21.4 ,3.4 ,95,40,9.8 
1987-01-27,23.4 ,3.0 ,97,44,9.7 
1987-01-28,22.4 ,3.3 ,97,49,9.5 
1987-01-29,23.3 ,4.0 ,97,44,7.4 
1987-01-30,22.5 ,6.0 ,95,50,7.7 
1987-01-31,23.6 ,10.2 ,93,45,8.4 
1987-02-01,25.0 ,10.6 ,93,58,9.0 
1987-02-02,23.1 ,6.4 ,97,55,8.1 
1987-02-03,22.8 ,6.0 ,97,37,8.0 
1987-02-04,23.4 ,6.0 ,95,34,8.6 
1987-02-05,23.9 ,5.7 ,89,34,9.4 
1987-02-06,24.2 ,5.9 ,91,33,9.6 
1987-02-07,27.8 ,10.0 ,84,20,9.6 
1987-02-08,28.7 ,11.2 ,72,28,9.8 
1987-02-09,27.9 ,7.6 ,94,37,9.1 
1987-02-10,23.6 ,6.3 ,91,33,9.0 
1987-02-11,24.3 ,6.6 ,90,32,9.0 
1987-02-12,24.8 ,6.4 ,91,29,9.2 
1987-02-13,24.3 ,8.1 ,92,34,7.7 
1987-02-14,24.1 ,9.0 ,85,44,6.2 
1987-02-15,24.9 ,13.7 ,80,55,7.3 
1987-02-16,26.0 ,9.5 ,95,60,7.1 
1987-02-17,22.9 ,8.5 ,93,37,9.3 
1987-02-18,25.2 ,12.8 ,89,63,9.1 
1987-02-19,21.5 ,10.3 ,87,39,4.6 
1987-02-20,25.4 ,11.2 ,89,43,6.2 
1987-02-21,26.0 ,9.5 ,92,37,9.7 
1987-02-22,26.3 ,8.4 ,93,31,9.5 
1987-02-23,26.5 ,10.1 ,85,38,9.8 
1987-02-24,28.1 ,14.3 ,87,54,7.6 
1987-02-25,26.1 ,10.2 ,97,45,7.7 
1987-02-26,22.0 ,8.4 ,95,53,9.2 
1987-02-27,20.8 ,7.0 ,95,52,8.2 
1987-02-28,21.7 ,8.0 ,97,47,10.0 
1987-03-01,23.6 ,7.6 ,92,33,10.4 
1987-03-02,25.6 ,8.5 ,92,25,10.5 
1987-03-03,27.4 ,10.4 ,93,23,8.4 
1987-03-04,28.5 ,11.0 ,90,31,10.3 
1987-03-05,28.7 ,13.5 ,77,52,10.2 
1987-03-06,27.6 ,15.6 ,77,25,3.7 
1987-03-07,31.3 ,13.4 ,85,44,9.1 
1987-03-08,29.7 ,10.7 ,93,41,9.9 
1987-03-09,28.2 ,10.6 ,92,31,8.3 
1987-03-10,28.4 ,9.6 ,90,30,10.2 
1987-03-11,28.5 ,12.5 ,87,90,9.5 
1987-03-12,19.4 ,6.5 ,94,37,1.4 
1987-03-13,27.7 ,14.5 ,93,50,10.5 
1987-03-14,25.2 ,11.3 ,97,43,6.8 
1987-03-15,27.6 ,12.8 ,93,37,10.0 
1987-03-16,31.7 ,17.4 ,92,37,7.7 
1987-03-17,31.1 ,14.4 ,96,39,10.1 
1987-03-18,29.2 ,12.7 ,93,31,10.1 
1987-03-19,30.3 ,14.8 ,78,42,9.4 
1987-03-20,30.4 ,14.5 ,83,33,7.5 
1987-03-21,29.8 ,16.4 ,71,37,9.4 
1987-03-22,31.4 ,15.5 ,92,49,7.1 
1987-03-23,29.0 ,16.0 ,95,60,7.2 
1987-03-24,38.7 ,13.5 ,93,41,8.9 
1987-03-25,29.7 ,13.5 ,91,32,9.9 
1987-03-26,33.9 ,14.5 ,92,42,6.8 
1987-03-27,31.8 ,14.0 ,96,53,10.2 
1987-03-28,28.2 ,14.1 ,92,37,7.2 
1987-03-29,31.3 ,14.6 ,81,40,9.6 
1987-03-30,32.4 ,13.0 ,96,40,3.8 
1987-03-31,31.7 ,15.2 ,92,37,5.4 
1987-04-01,33.2 ,17.1 ,86,25,7.8 
1987-04-02,32.4 ,17.3 ,86,27,8.3 
1987-04-03,33.1 ,16.4 ,92,27,8.4 
1987-04-04,34.5 ,16.0 ,94,31,8.7 
1987-04-05,34.7 ,15.6 ,86,15,8.4 
1987-04-06,35.4 ,13.9 ,88,26,9.2 
1987-04-07,35.4 ,14.8 ,77,19,11.0 
1987-04-08,36.4 ,14.8 ,83,22,10.4 
1987-04-09,36.8 ,17.5 ,54,42,3.0 
1987-04-10,36.3 ,17.0 ,76,37,10.9 
1987-04-11,32.8 ,11.2 ,81,20,11.5 
1987-04-12,33.3 ,13.8 ,58,15,11.4 
1987-04-13,34.6 ,13.5 ,65,17,10.5 
1987-04-14,34.3 ,12.3 ,66,42,11.4 
1987-04-15,34.6 ,13.2 ,69,27,8.8 
1987-04-16,35.1 ,14.0 ,73,25,9.8 
1987-04-17,35.4 ,14.0 ,67,39,10.8 
1987-04-18,37.4 ,15.5 ,72,32,10.8 
1987-04-19,39.3 ,17.5 ,72,29,9.7 
1987-04-20,39.6 ,17.5 ,67,30,8.1 
1987-04-21,42.3 ,17.2 ,57,27,10.2 
1987-04-22,42.0 ,16.8 ,59,26,9.7 
1987-04-23,42.4 ,16.8 ,65,37,7.2 
1987-04-24,40.0 ,17.0 ,54,24,4.8 
1987-04-25,37.6 ,17.8 ,69,35,10.6 
1987-04-26,37.7 ,18.5 ,65,41,11.2 
1987-04-27,37.5 ,16.7 ,74,42,11.2 
1987-04-28,39.2 ,16.4 ,68,44,11.1 
1987-04-29,39.8 ,20.5 ,74,41,11.0 
1987-04-30,42.0 ,24.5 ,76,46,7.3 
1987-11-01,33.3 ,13.8 ,80,12,9.3 
1987-11-02,31.1 ,10.5 ,63,15,9.4 
1987-11-03,30.5 ,9.8 ,77,17,9.2 
1987-11-04,31.3 ,9.1 ,84,25,9.5 
1987-11-05,30.6 ,9.2 ,73,20,9.0 
1987-11-06,30.5 ,10.7 ,75,20,9.2 
1987-11-07,30.8 ,9.4 ,78,24,9.7 
1987-11-08,31.5 ,12.6 ,82,23,9.5 
1987-11-09,32.0 ,10.3 ,90,20,9.3 
1987-11-10,31.4 ,9.5 ,78,17,9.0 
1987-11-11,31.7 ,9.2 ,81,25,9.5 
1987-11-12,31.0 ,10.7 ,72,28,9.1 
1987-11-13,30.6 ,10.9 ,83,29,9.3 
1987-11-14,30.5 ,8.1 ,88,16,9.1 
1987-11-15,31.4 ,7.7 ,76,19,9.2 
1987-11-16,29.4 ,7.6 ,87,17,9.5 
1987-11-17,30.5 ,13.5 ,54,19,9.3 
1987-11-18,31.4 ,9.8 ,77,12,9.3 
1987-11-19,31.2 ,9.1 ,85,16,9.1 
1987-11-20,30.6 ,6.9 ,85,17,9.2 
1987-11-21,28.0 ,5.9 ,83,11,9.5 
1987-11-22,28.5 ,6.2 ,74,11,9.4 
1987-11-23,30.4 ,7.5 ,79,13,9.2 
1987-11-24,29.2 ,7.1 ,79,15,9.5 
1987-11-25,29.3 ,10.6 ,57,16,8.5 
1987-11-26,29.5 ,6.6 ,89,19,9.2 
1987-11-27,29.6 ,6.4 ,83,22,9.1 
1987-11-28,27.3 ,6.0 ,88,22,8.4 
1987-11-29,26.3 ,5.3 ,83,17,9.4 
1987-11-30,27.3 ,5.8 ,80,16,9.2 
1987-12-01,27.5 ,6.3 ,80,19,9.2 
1987-12-02,27.3 ,12.7 ,58,21,8.8 
1987-12-03,26.7 ,6.2 ,89,30,8.9 
1987-12-04,23.6 ,4.7 ,78,11,8.8 
1987-12-05,21.3 ,0.7 ,66,18,9.2 
1987-12-06,22.2 ,1.5 ,74,18,9.3 
1987-12-07,22.7 ,1.0 ,85,24,9.2 
1987-12-08,22.9 ,3.3 ,85,23,8.7 
1987-12-09,23.2 ,3.4 ,90,39,8.4 
1987-12-10,22.7 ,5.7 ,91,43,7.3 
1987-12-11,22.4 ,12.1 ,83,66,4.8 
1987-12-12,19.2 ,12.9 ,95,58,0.0 
1987-12-13,20.4 ,6.5 ,94,55,5.3 
1987-12-14,20.7 ,4.7 ,91,29,5.8 
1987-12-15,23.6 ,5.7 ,95,25,7.7 
1987-12-16,26.5 ,6.0 ,94,27,8.9 
1987-12-17,25.0 ,5.8 ,93,32,7.0 
1987-12-18,23.6 ,4.6 ,93,36,9.0 
1987-12-19,23.3 ,4.5 ,87,38,7.9 
1987-12-20,23.3 ,4.4 ,87,41,8.9 
1987-12-21,22.9 ,4.6 ,97,40,8.6 
1987-12-22,24.5 ,4.7 ,97,38,6.9 
1987-12-23,22.6 ,4.2 ,94,35,6.6 
1987-12-24,22.1 ,2.9 ,93,39,8.6 
1987-12-25,21.8 ,4.0 ,94,41,7.8 
1987-12-26,22.2 ,4.2 ,97,42,7.3 
1987-12-27,22.5 ,3.9 ,93,41,6.8 
1987-12-28,22.6 ,4.1 ,97,35,7.1 
1987-12-29,23.0 ,4.2 ,92,39,7.4 
1987-12-30,21.2 ,6.6 ,91,49,4.1 
1987-12-31,21.5 ,6.5 ,91,39,0.3 
1988-01-01,21.5 ,5.0 ,97,27,3.1 
1988-01-02,23.1 ,6.5 ,88,37,7.4 
1988-01-03,23.6 ,6.1 ,91,36,4.8 
1988-01-04,23.5 ,6.8 ,80,29,7.2 
1988-01-05,23.1 ,8.4 ,92,62,4.0 
1988-01-06,20.7 ,9.0 ,97,63,0.4 
1988-01-07,21.7 ,6.3 ,98,38,6.0 
1988-01-08,22.0 ,5.0 ,94,37,6.1 
1988-01-09,23.1 ,6.0 ,91,34,6.2 
1988-01-10,23.6 ,6.2 ,94,39,8.1 
1988-01-11,22.6 ,6.8 ,91,44,7.0 
1988-01-12,23.7 ,10.5 ,93,57,4.8 
1988-01-13,22.5 ,8.2 ,97,53,6.5 
1988-01-14,22.6 ,7.3 ,97,50,5.2 
1988-01-15,20.2 ,5.3 ,97,47,5.8 
1988-01-16,21.1 ,4.2 ,77,37,7.9 
1988-01-17,20.9 ,3.0 ,90,39,9.2 
1988-01-18,22.5 ,2.7 ,93,29,8.7 
1988-01-19,22.6 ,2.8 ,93,30,9.0 
1988-01-20,24.2 ,3.3 ,93,25,8.8 
1988-01-21,25.5 ,8.2 ,70,33,8.5 
1988-01-22,24.7 ,5.6 ,97,34,5.0 
1988-01-23,22.6 ,2.4 ,96,38,7.5 
1988-01-24,19.7 ,0.5 ,96,34,9.4 
1988-01-25,19.1 ,1.5 ,93,27,8.9 
1988-01-26,19.4 ,1.0 ,96,20,9.1 
1988-01-27,21.3 ,0.9 ,91,23,9.2 
1988-01-28,22.2 ,8.4 ,76,39,9.0 
1988-01-29,21.5 ,4.0 ,95,33,7.9 
1988-01-30,21.3 ,3.9 ,90,31,9.1 
1988-01-31,23.4 ,6.2 ,96,34,9.4 
1988-02-01,22.7 ,5.0 ,93,32,9.5 
1988-02-02,22.4 ,3.0 ,87,22,7.7 
1988-02-03,23.4 ,2.8 ,87,23,9.9 
1988-02-04,25.2 ,3.9 ,84,23,9.4 
1988-02-05,26.6 ,4.5 ,76,21,9.9 
1988-02-06,28.4 ,6.6 ,85,23,9.5 
1988-02-07,28.5 ,8.7 ,92,20,9.7 
1988-02-08,30.6 ,10.2 ,63,29,9.3 
1988-02-09,28.6 ,5.5 ,81,23,9.0 
1988-02-10,22.0 ,2.2 ,87,17,9.2 
1988-02-11,23.5 ,6.3 ,77,37,8.4 
1988-02-12,25.0 ,12.2 ,84,70,9.0 
1988-02-13,22.4 ,9.3 ,95,66,7.2 
1988-02-14,22.8 ,11.4 ,88,54,5.3 
1988-02-15,20.8 ,7.2 ,97,58,7.5 
1988-02-16,21.9 ,9.0 ,95,43,7.3 
1988-02-17,22.6 ,6.2 ,94,39,9.5 
1988-02-18,24.0 ,7.5 ,89,31,9.7 
1988-02-19,23.8 ,11.5 ,84,43,3.8 
1988-02-20,24.3 ,11.4 ,90,52,1.8 
1988-02-21,23.2 ,13.4 ,82,56,2.6 
1988-02-22,29.3 ,12.0 ,93,19,8.8 
1988-02-23,25.1 ,5.6 ,87,23,9.5 
1988-02-24,23.5 ,4.0 ,83,17,10.5 
1988-02-25,24.2 ,3.6 ,79,21,10.5 
1988-02-26,25.1 ,7.4 ,71,37,10.2 
1988-02-27,24.5 ,14.5 ,53,39,4.4 
1988-02-28,29.0 ,13.2 ,95,48,1.5 
1988-02-29,25.2 ,8.4 ,90,27,8.2 
1988-03-01,26.4 ,8.5 ,93,29,8.6 
1988-03-02,25.0 ,5.3 ,84,29,9.7 
1988-03-03,25.6 ,6.2 ,85,22,10.3 
1988-03-04,27.6 ,8.3 ,84,36,10.6 
1988-03-05,30.2 ,7.6 ,92,24,10.3 
1988-03-06,30.0 ,8.9 ,85,27,9.8 
1988-03-07,30.6 ,16.2 ,67,27,10.0 
1988-03-08,34.0 ,16.5 ,86,82,4.2 
1988-03-09,21.8 ,13.3 ,97,57,2.0 
1988-03-10,25.3 ,12.5 ,89,49,5.2 
1988-03-11,30.2 ,17.2 ,88,67,5.1 
1988-03-12,24.8 ,14.7 ,94,57,2.7 
1988-03-13,27.0 ,14.5 ,96,40,9.2 
1988-03-14,28.4 ,9.7 ,93,40,8.1 
1988-03-15,25.7 ,11.0 ,84,27,10.1 
1988-03-16,29.9 ,17.9 ,68,30,8.8 
1988-03-17,32.6 ,12.2 ,91,25,5.7 
1988-03-18,27.1 ,11.2 ,86,20,10.0 
1988-03-19,28.5 ,11.5 ,79,24,9.9 
1988-03-20,26.1 ,7.8 ,90,19,9.0 
1988-03-21,27.7 ,7.2 ,85,13,10.8 
1988-03-22,28.9 ,7.4 ,85,22,10.5 
1988-03-23,30.1 ,8.9 ,78,23,10.5 
1988-03-24,30.6 ,13.7 ,63,17,8.6 
1988-03-25,34.5 ,14.5 ,61,19,9.9 
1988-03-26,33.4 ,19.4 ,48,20,2.4 
1988-03-27,31.5 ,10.9 ,48,31,2.2 
1988-03-28,26.3 ,8.0 ,88,29,9.7 
1988-03-29,28.2 ,8.4 ,82,13,10.5 
1988-03-30,32.0 ,9.5 ,68,15,10.6 
1988-03-31,32.2 ,10.6 ,61,12,11.0 
1988-04-01,32.6 ,10.5 ,75,13,11.2 
1988-04-02,33.5 ,10.7 ,67,17,10.8 
1988-04-03,35.1 ,14.7 ,49,14,9.9 
1988-04-04,38.0 ,15.6 ,53,12,8.1 
1988-04-05,36.3 ,15.2 ,52,22,9.3 
1988-04-06,33.5 ,10.5 ,49,8,11.0 
1988-04-07,33.4 ,12.2 ,55,12,10.6 
1988-04-08,35.2 ,13.6 ,68,8,8.9 
1988-04-09,37.6 ,15.5 ,68,10,10.2 
1988-04-10,37.7 ,15.5 ,59,14,5.8 
1988-04-11,39.3 ,16.2 ,64,12,10.2 
1988-04-12,40.1 ,16.3 ,63,13,10.4 
1988-04-13,39.6 ,17.2 ,59,16,10.8 
1988-04-14,39.5 ,18.1 ,61,15,11.0 
1988-04-15,39.3 ,15.3 ,44,16,11.2 
1988-04-16,41.1 ,19.2 ,46,19,11.5 
1988-04-17,43.4 ,21.6 ,50,23,9.5 
1988-04-18,41.4 ,22.5 ,47,31,10.0 
1988-04-19,39.5 ,20.9 ,71,34,6.9 
1988-04-20,34.0 ,19.3 ,62,23,6.8 
1988-04-21,35.6 ,21.5 ,55,19,10.9 
1988-04-22,37.4 ,19.4 ,60,15,8.2 
1988-04-23,38.2 ,19.6 ,51,17,8.4 
1988-04-24,39.4 ,22.8 ,43,22,9.0 
1988-04-25,36.6 ,19.4 ,55,19,7.6 
1988-04-26,39.5 ,23.5 ,45,19,9.0 
1988-04-27,40.2 ,24.6 ,45,25,8.9 
1988-04-28,41.4 ,21.8 ,62,17,8.2 
1988-04-29,41.9 ,26.7 ,33,17,9.8 
1988-04-30,41.0 ,28.5 ,31,20,3.9 
1988-11-01,30.3 ,13.1 ,90,28,8.6 
1988-11-02,30.6 ,11.8 ,85,24,8.7 
1988-11-03,30.8 ,12.2 ,84,30,8.9 
1988-11-04,30.2 ,12.0 ,11,35,8.8 
1988-11-05,29.2 ,12.3 ,82,31,7.6 
1988-11-06,29.5 ,11.8 ,90,22,8.8 
1988-11-07,30.8 ,11.9 ,80,21,9.3 
1988-11-08,32.4 ,13.0 ,84,13,9.1 
1988-11-09,32.4 ,11.4 ,88,21,9.5 
1988-11-10,31.9 ,11.9 ,93,28,8.9 
1988-11-11,29.7 ,11.7 ,95,35,8.2 
1988-11-12,28.5 ,11.3 ,95,28,8.1 
1988-11-13,28.8 ,10.4 ,90,30,8.0 
1988-11-14,29.3 ,9.6 ,93,25,8.4 
1988-11-15,29.8 ,10.1 ,90,22,8.6 
1988-11-16,31.0 ,10.7 ,93,36,9.2 
1988-11-17,28.2 ,9.7 ,95,40,6.5 
1988-11-18,26.8 ,9.4 ,95,35,8.5 
1988-11-19,27.1 ,9.0 ,92,33,7.7 
1988-11-20,27.0 ,8.8 ,93,33,7.9 
1988-11-21,27.4 ,9.4 ,91,35,8.5 
1988-11-22,26.7 ,9.6 ,92,39,8.0 
1988-11-23,26.0 ,12.8 ,85,41,7.4 
1988-11-24,26.0 ,14.4 ,67,39,8.3 
1988-11-25,26.1 ,11.5 ,93,55,7.2 
1988-11-26,22.9 ,6.6 ,94,26,5.3 
1988-11-27,23.0 ,5.8 ,86,22,9.0 
1988-11-28,23.6 ,5.1 ,91,17,9.3 
1988-11-29,23.6 ,5.0 ,88,29,9.2 
1988-11-30,24.3 ,4.1 ,87,21,8.8 
1988-12-01,25.4 ,4.5 ,93,22,9.0 
1988-12-02,24.6 ,4.0 ,83,23,9.1 
1988-12-03,24.0 ,3.5 ,89,29,9.0 
1988-12-04,23.5 ,3.2 ,90,27,9.2 
1988-12-05,23.0 ,3.3 ,90,27,9.1 
1988-12-06,24.1 ,4.3 ,89,29,8.7 
1988-12-07,23.5 ,3.0 ,90,23,6.3 
1988-12-08,23.6 ,5.0 ,83,29,8.7 
1988-12-09,24.7 ,4.9 ,94,31,9.3 
1988-12-10,23.8 ,4.1 ,94,36,8.6 
1988-12-11,24.5 ,4.1 ,94,32,8.6 
1988-12-12,23.6 ,5.0 ,91,25,7.5 
1988-12-13,24.7 ,5.4 ,89,29,8.4 
1988-12-14,25.1 ,6.6 ,90,33,8.5 
1988-12-15,26.3 ,9.2 ,81,35,7.8 
1988-12-16,24.7 ,7.2 ,90,38,8.4 
1988-12-17,23.8 ,8.9 ,86,37,6.6 
1988-12-18,23.0 ,10.9 ,77,41,6.6 
1988-12-19,23.4 ,14.4 ,74,58,3.3 
1988-12-20,21.0 ,14.6 ,83,57,0.1 
1988-12-21,23.5 ,10.3 ,97,69,5.4 
1988-12-22,20.5 ,9.4 ,96,63,2.9 
1988-12-23,19.7 ,9.2 ,91,24,0.0 
1988-12-24,22.5 ,7.3 ,97,63,8.7 
1988-12-25,19.2 ,9.9 ,97,84,3.4 
1988-12-26,17.7 ,5.2 ,97,54,4.4 
1988-12-27,18.1 ,4.7 ,100,59,6.0 
1988-12-28,18.6 ,4.3 ,94,44,5.4 
1988-12-29,20.4 ,3.9 ,90,41,8.7 
1988-12-30,20.6 ,4.7 ,93,35,8.6 
1988-12-31,22.5 ,4.3 ,90,39,8.6 
1989-01-01,21.5 ,8.7 ,85,43,8.1 
1989-01-02,22.0 ,12.1 ,84,69,7.1 
1989-01-03,19.3 ,8.0 ,96,69,4.5 
1989-01-04,18.0 ,7.3 ,96,66,4.2 
1989-01-05,18.4 ,8.9 ,91,63,2.6 
1989-01-06,19.6 ,12.6 ,94,85,0.8 
1989-01-07,18.7 ,11.6 ,97,88,2.7 
1989-01-08,16.3 ,5.8 ,97,59,0.0 
1989-01-09,16.4 ,2.4 ,95,78,6.5 
1989-01-10,14.3 ,2.0 ,96,39,6.8 
1989-01-11,16.3 ,1.8 ,96,38,9.6 
1989-01-12,17.1 ,0.5 ,92,32,9.4 
1989-01-13,17.8 ,0.8 ,85,32,9.6 
1989-01-14,18.3 ,1.7 ,93,38,9.4 
1989-01-15,17.3 ,1.7 ,93,34,9.0 
1989-01-16,17.9 ,2.5 ,91,39,9.4 
1989-01-17,19.2 ,2.0 ,87,31,6.5 
1989-01-18,18.5 ,1.0 ,91,29,9.2 
1989-01-19,18.3 ,1.9 ,89,39,9.3 
1989-01-20,20.0 ,4.1 ,91,35,8.0 
1989-01-21,18.1 ,2.3 ,93,27,8.8 
1989-01-22,19.4 ,0.6 ,90,26,9.5 
1989-01-23,19.6 ,0.8 ,87,33,9.5 
1989-01-24,20.8 ,0.9 ,88,25,9.5 
1989-01-25,21.7 ,1.3 ,91,29,9.6 
1989-01-26,20.0 ,6.0 ,65,35,9.5 
1989-01-27,22.2 ,3.1 ,91,33,8.3 
1989-01-28,21.5 ,2.5 ,93,19,8.5 
1989-01-29,21.2 ,2.0 ,86,21,9.5 
1989-01-30,21.9 ,2.7 ,93,34,9.3 
1989-01-31,22.6 ,7.3 ,73,39,5.9 
1989-02-01,21.3 ,6.7 ,91,29,1.7 
1989-02-02,22.4 ,4.0 ,91,30,8.0 
1989-02-03,22.2 ,4.7 ,87,27,9.1 
1989-02-04,23.0 ,5.9 ,88,35,9.5 
1989-02-05,24.1 ,12.1 ,74,21,7.6 
1989-02-06,25.0 ,4.0 ,94,27,4.9 
1989-02-07,21.2 ,3.0 ,90,38,9.9 
1989-02-08,20.4 ,2.4 ,89,28,9.5 
1989-02-09,19.6 ,0.9 ,85,21,9.7 
1989-02-10,19.3 ,0.5 ,91,21,9.9 
1989-02-11,19.0 ,1.2 ,83,27,9.6 
1989-02-12,19.9 ,1.6 ,86,25,9.8 
1989-02-13,21.6 ,8.6 ,83,43,7.0 
1989-02-14,18.1 ,6.5 ,94,39,1.7 
1989-02-15,22.0 ,5.1 ,93,40,10.1 
1989-02-16,21.4 ,5.7 ,91,43,7.2 
1989-02-17,23.5 ,4.0 ,94,20,8.4 
1989-02-18,22.0 ,3.3 ,90,36,9.1 
1989-02-19,19.3 ,1.5 ,89,31,9.3 
1989-02-20,19.3 ,4.8 ,86,23,9.4 
1989-02-21,23.2 ,3.7 ,88,27,9.9 
1989-02-22,22.5 ,2.6 ,84,26,10.0 
1989-02-23,22.7 ,1.5 ,87,23,10.1 
1989-02-24,23.4 ,5.8 ,78,42,10.3 
1989-02-25,25.5 ,10.3 ,67,23,9.7 
1989-02-26,31.1 ,14.7 ,67,33,9.7 
1989-02-27,31.4 ,13.0 ,56,36,8.0 
1989-02-28,28.0 ,6.1 ,90,33,9.4 
1989-03-01,24.7 ,4.2 ,93,23,9.9 
1989-03-02,24.1 ,4.0 ,91,29,10.2 
1989-03-03,24.2 ,4.5 ,87,29,10.3 
1989-03-04,25.1 ,4.7 ,85,27,10.0 
1989-03-05,26.4 ,6.0 ,87,27,10.4 
1989-03-06,28.5 ,7.2 ,89,23,10.1 
1989-03-07,27.2 ,6.5 ,89,24,10.5 
1989-03-08,29.0 ,7.2 ,82,22,10.3 
1989-03-09,31.2 ,9.2 ,98,47,9.3 
1989-03-10,28.2 ,16.7 ,78,54,3.7 
1989-03-11,29.1 ,10.6 ,88,41,4.0 
1989-03-12,27.9 ,8.9 ,90,29,9.6 
1989-03-13,28.6 ,12.1 ,71,37,9.6 
1989-03-14,30.0 ,15.6 ,79,38,6.9 
1989-03-15,27.9 ,12.0 ,93,37,9.3 
1989-03-16,27.5 ,9.5 ,91,34,9.2 
1989-03-17,27.2 ,10.2 ,86,38,9.5 
